train_loss,test_loss
0.0008728281676458815,0.06484893341064453
0.00016506931020412595,0.03661678657531738
9.341571864206343e-05,0.031174003410339355
5.7933529778771724e-05,0.029290891265869142
3.9046577161449627e-05,0.025922010326385497
2.8842138235146802e-05,0.02713578815460205
2.303039749531308e-05,0.02760896120071411
1.965130419800213e-05,0.027864725685119628
1.7921040039315508e-05,0.028117985916137695
1.6538106976562025e-05,0.028103400802612304
1.57172204068047e-05,0.02831747169494629
1.5114737015392165e-05,0.028407168579101562
1.4819276524455442e-05,0.02867662353515625
1.4495053015707526e-05,0.02862605390548706
