train_loss,test_loss
0.0011164632032314935,0.07760376281738281
0.00034272142701471844,0.03902322826385498
0.0002501215417558948,0.03723323860168457
0.0002025498026361068,0.030896300888061525
0.0001751527733479937,0.0275014741897583
0.00015659347854088992,0.026839834403991698
0.00014270679804030806,0.02653476963043213
0.0001393695815776785,0.02589207315444946
0.00013167222721967845,0.02612560501098633
0.0001282971386720116,0.025933369302749632
0.00012330205632994572,0.02595387716293335
0.0001203893811441958,0.02569794406890869
0.00012548985835164785,0.02559219675064087
0.00012174663751696547,0.02560163059234619
