train_loss,test_loss
0.0031114923484933873,0.04918898010253906
0.0012187672657950315,0.03571226406097412
0.0008831199411690856,0.03318081359863281
0.0007200336686286997,0.035581450939178465
0.0006689785337643116,0.029124198532104493
0.0005950307792130237,0.028817863368988037
0.0005212412464131678,0.028505298805236817
0.0005224630397836639,0.027501409530639648
0.00047311728416219313,0.02778787326812744
0.00045041996582755625,0.027180398988723754
0.0004784506627518567,0.026601239490509035
0.000447387043646692,0.02666990671157837
0.0004421472592935364,0.027179306840896606
0.0004481116201922608,0.02715617322921753
